Found,JINA_ID,Query_ID,RA_input,DEC_input,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,SCRIPT_NUMBER_ID
True,,HE 1219-0312,,,HE 1219-0312,12 21 34.1430,-03 28 39.636,14.0,14.0,0.0345,0.0254,90.0,A,O,2020yCat.1350....0G,,,15.94,,15.043,14.493,14.017,13.892,ChemPec*,,12 21 34.1430,-03 28 39.636,-2.817,-8.763,0.0893,163.6,1.0
True,,HE 1221-0522,,,HE 1221-0522,12 24 07.6898,-05 39 11.185,14.0,14.0,0.041,0.0299,90.0,A,O,2020yCat.1350....0G,,,16.185,,15.495,15.246,14.877,14.711,ChemPec*,,12 24 07.6898,-05 39 11.185,-11.345,-11.327,0.569,48.6,1.0
True,,HE 1221-1948,,,HE 1221-1948,12 23 47.7424,-20 04 45.795,14.0,14.0,0.0312,0.0246,90.0,A,O,2020yCat.1350....0G,16.192,,15.9,,15.27,14.839,14.523,14.734,ChemPec*,CEMP-no,12 23 47.7424,-20 04 45.795,7.113,-4.736,0.3119,31.6,1.0
True,,HE 1222-0200,,,HE 1222-0200,12 25 29.3782,-02 17 23.514,14.0,14.0,0.0419,0.029,90.0,A,O,2020yCat.1350....0G,,,16.13,,15.288,14.77,14.335,14.294,ChemPec*,,12 25 29.3782,-02 17 23.514,-13.767,-13.361,0.1126,226.8,1.0
True,,HE 1222-0336,,,HE 1222-0336,12 24 52.3998,-03 53 06.248,14.0,14.0,0.0299,0.0217,90.0,A,O,2020yCat.1350....0G,,15.997,15.688,15.415,15.056,14.748,14.497,14.383,ChemPec*,,12 24 52.3998,-03 53 06.248,-12.262,-21.54,0.566,-198.5,1.0
True,,HE 1225+0155,,,HE 1225+0155,12 28 04.7630,+01 38 32.960,14.0,14.0,0.0162,0.011,90.0,A,O,2020yCat.1350....0G,,13.628,12.89,12.4,11.93,11.363,10.863,10.743,ChemPec*,,12 28 04.7630,+01 38 32.960,-6.241,-7.723,0.2985,104.48,1.0
True,,HE 1226-1149,,,HE 1226-1149,12 29 28.0353,-12 06 14.150,14.0,14.0,0.0206,0.0112,90.0,A,O,2020yCat.1350....0G,,15.415,14.798,14.47,,13.079,12.625,12.561,ChemPec*,,12 29 28.0353,-12 06 14.150,-0.078,4.412,0.1251,103.32,1.0
True,,HE 1230-1724,,,HE 1230-1724,12 32 57.0540,-17 41 27.063,14.0,14.0,0.0335,0.0231,90.0,A,O,2020yCat.1350....0G,,16.074,15.777,15.468,15.136,14.817,14.454,14.455,ChemPec*,,12 32 57.0540,-17 41 27.063,13.217,-37.699,0.5274,99.1,1.0
True,,HE 1237-3103,,,HE 1237-3103,12 40 14.6359,-31 20 08.386,14.0,14.0,0.0159,0.0114,90.0,A,O,2020yCat.1350....0G,,,13.821,,12.754,12.061,11.542,11.459,ChemPec*,,12 40 14.6359,-31 20 08.386,-3.149,-2.983,0.1151,93.8,1.0
True,,HE 1243-1425,,,HE 1243-1425,12 46 28.0571,-14 41 33.530,14.0,14.0,0.0313,0.0185,90.0,A,O,2020yCat.1350....0G,,,15.841,,15.015,14.517,14.067,14.086,ChemPec*,,12 46 28.0571,-14 41 33.530,-8.186,5.624,0.1253,41.8,1.0
True,,HE 1245-0215,,,HE 1245-0215,12 48 22.5203,-02 31 57.611,14.0,14.0,0.0517,0.0276,90.0,A,O,2020yCat.1350....0G,,,16.47,,,15.472,15.132,15.25,ChemPec*,CEMP-s,12 48 22.5203,-02 31 57.611,-16.902,1.551,0.2623,-119.9406,1.0
True,,HE 1245-1616,,,HE 1245-1616,12 47 56.7656,-16 32 44.041,14.0,14.0,0.0444,0.0301,90.0,A,O,2020yCat.1350....0G,,,16.158,,15.562,15.272,14.908,14.874,ChemPec*,CEMP-s,12 47 56.7656,-16 32 44.041,-9.057,-6.285,0.2393,141.9,1.0
True,,HE 1246-1344,,,HE 1246-1344,12 49 20.2451,-14 00 41.594,14.0,14.0,0.0178,0.0121,90.0,A,O,2020yCat.1350....0G,,,14.388,,13.358,12.696,12.215,12.049,ChemPec*,,12 49 20.2451,-14 00 41.594,-2.793,-5.553,0.0264,47.9,1.0
True,,HE 1247-2114,,,HE 1247-2114,12 50 05.1153,-21 30 47.480,14.0,14.0,0.0228,0.0184,90.0,A,O,2020yCat.1350....0G,,,15.01,,14.008,13.387,12.884,12.846,ChemPec*,,12 50 05.1153,-21 30 47.480,-1.632,-7.217,0.0361,75.7,1.0
True,,HE 1248-1800,,,HE 1248-1800,12 51 27.9433,-18 16 30.097,14.0,14.0,0.0351,0.0309,90.0,A,O,2020yCat.1350....0G,,,15.905,,15.038,14.453,14.103,13.84,ChemPec*,,12 51 27.9433,-18 16 30.097,-4.508,0.884,0.0727,280.7,1.0
True,,HE 1249-2932,,,HE 1249-2932,12 52 18.3606,-29 48 56.798,14.0,14.0,0.0157,0.0144,90.0,A,O,2020yCat.1350....0G,,,13.965,,12.837,12.11,11.57,11.476,ChemPec*,,12 52 18.3606,-29 48 56.798,-0.924,0.806,0.032,-12.59324837,1.0
True,,HE 1249-3121,,,HE 1249-3121,12 52 05.1363,-31 37 44.915,14.0,14.0,0.0217,0.0155,90.0,A,O,2020yCat.1350....0G,,14.962,14.319,13.875,13.432,12.865,12.459,12.372,ChemPec*,CEMP-no,12 52 05.1363,-31 37 44.915,-6.673,-15.131,0.3881,218.7,1.0
True,,HE 1251-0104,,,HE 1251-0104,12 53 52.0739,-01 20 35.515,14.0,14.0,0.0274,0.0151,90.0,A,O,2020yCat.1350....0G,,,15.067,,14.188,13.63,13.178,13.129,ChemPec*,,12 53 52.0739,-01 20 35.515,-6.913,-8.601,0.1429,195.1,1.0
True,,HE 1252+0044,,,HE 1252+0044,12 55 22.1113,+00 28 00.748,14.0,14.0,0.0268,0.0143,90.0,A,O,2020yCat.1350....0G,,15.649,15.162,14.763,14.354,13.899,13.487,13.364,ChemPec*,,12 55 22.1113,+00 28 00.748,-17.885,-3.992,0.2776,395.5,1.0
True,,HE 1252-0117,,,HE 1252-0117,12 54 59.8421,-01 33 35.018,14.0,14.0,0.0189,0.0119,90.0,A,O,2020yCat.1350....0G,,,14.101,,13.124,12.511,12.005,11.914,ChemPec*,,12 54 59.8421,-01 33 35.018,-8.907,-4.861,0.101,228.0,1.0
True,,HE 1254+0009,,,HE 1254+0009,12 57 12.9056,-00 06 39.593,14.0,14.0,0.0178,0.0123,90.0,A,O,2020yCat.1350....0G,,15.29,14.171,,13.181,12.525,12.077,11.919,ChemPec*,,12 57 12.9056,-00 06 39.593,-4.661,2.792,0.0849,186.0,1.0
True,,HE 1256-0228,,,HE 1256-0228,12 58 38.4647,-02 44 17.511,14.0,14.0,0.0367,0.0256,90.0,A,O,2020yCat.1350....0G,,,,,,14.472,13.892,13.819,ChemPec*,,12 58 38.4647,-02 44 17.511,-2.006,-4.095,0.126,30.4,1.0
True,,HE 1256-0651,,,HE 1256-0651,12 59 13.0921,-07 07 19.234,14.0,14.0,0.0278,0.0201,90.0,A,O,2020yCat.1350....0G,,15.268,14.925,14.632,14.287,13.92,13.631,13.613,ChemPec*,,12 59 13.0921,-07 07 19.234,-34.993,-66.545,0.8312,120.1,1.0
True,,HE 1258-1317,,,HE 1258-1317,13 00 44.0890,-13 33 25.422,14.0,14.0,0.0239,0.018,90.0,A,O,2020yCat.1350....0G,,15.703,14.956,14.955,,13.392,12.907,12.877,ChemPec*,,13 00 44.0890,-13 33 25.422,-8.714,-9.281,0.1362,49.6,1.0
True,,HE 1259-0621,,,HE 1259-0621,13 01 51.1334,-06 37 14.149,14.0,14.0,0.0459,0.0363,90.0,A,O,2020yCat.1350....0G,,,16.193,,15.571,15.137,14.801,14.528,ChemPec*,,13 01 51.1334,-06 37 14.149,-1.711,-10.706,0.0755,130.6,1.0
True,,HE 1300+0157,,,HE 1300+0157,13 02 56.2443,+01 41 52.080,14.0,14.0,0.0165,0.013,90.0,A,O,2020yCat.1350....0G,,14.536,14.11,13.678,13.261,12.809,12.419,12.351,ChemPec*,CEMP-no,13 02 56.2443,+01 41 52.080,-7.289,-1.309,0.5041,73.4,1.0
True,,HE 1300-0641,,,HE 1300-0641,13 03 34.1329,-06 57 20.869,14.0,14.0,0.019,0.0144,90.0,A,O,2020yCat.1350....0G,,,14.804,,13.929,13.382,12.953,12.931,ChemPec*,CEMP-no,13 03 34.1329,-06 57 20.869,5.181,2.452,0.1603,67.9,1.0
True,,HE 1300-0642,,,HE 1300-0642,13 03 23.3955,-06 58 23.230,14.0,14.0,0.0232,0.0174,90.0,A,O,2020yCat.1350....0G,,15.755,15.131,14.682,14.243,13.683,13.242,13.214,ChemPec*,,13 03 23.3955,-06 58 23.230,-6.122,-5.753,0.1335,-16.4,1.0
True,,HE 1300-2201,,,HE 1300-2201,13 03 17.3213,-22 17 37.979,14.0,14.0,0.0309,0.0238,90.0,A,O,2020yCat.1350....0G,,,15.469,,14.772,14.407,14.115,14.165,ChemPec*,CEMP-no,13 03 17.3213,-22 17 37.979,-0.982,7.369,0.7082,-62.8,1.0
True,,HE 1300-2431,,,HE 1300-2431,13 03 00.0415,-24 47 12.250,14.0,14.0,0.0181,0.0141,90.0,A,O,2020yCat.1350....0G,,,14.541,,13.404,12.701,12.148,12.052,ChemPec*,,13 03 00.0415,-24 47 12.250,-4.834,-0.436,0.0513,308.1,1.0
True,,HE 1305+0007,,,HE 1305+0007,13 08 03.8464,-00 08 47.502,14.0,14.0,0.0243,0.0177,90.0,A,O,2020yCat.1350....0G,,13.98,12.223,11.541,11.071,10.247,9.753,9.6,ChemPec*,CEMP-s,13 08 03.8464,-00 08 47.502,-17.025,-1.697,0.1858,228.52,1.0
True,,HE 1305-0331,,,HE 1305-0331,13 07 58.9409,-03 47 40.390,14.0,14.0,0.0455,0.0318,90.0,A,O,2020yCat.1350....0G,,,16.377,,15.781,15.49,15.188,15.254,ChemPec*,CEMP-no,13 07 58.9409,-03 47 40.390,-11.326,-9.197,0.2521,-38.4,1.0
True,,HE 1310-0536,,,HE 1310-0536,13 13 31.1856,-05 52 12.533,14.0,14.0,0.019,0.0144,90.0,A,O,2020yCat.1350....0G,,15.055,14.347,13.829,,12.534,12.054,11.896,ChemPec*,CEMP-no,13 13 31.1856,-05 52 12.533,-5.037,-1.664,0.0118,124.8,1.0
True,,HE 1311-0131,,,HE 1311-0131,13 13 42.0399,-01 47 15.471,14.0,14.0,0.0142,0.0106,90.0,A,O,2020yCat.1350....0G,,13.446,12.724,12.226,11.767,11.268,10.771,10.681,ChemPec*,CEMP-no,13 13 42.0399,-01 47 15.471,-30.223,-9.873,0.3346,124.0,1.0
True,,HE 1311-1412,,,HE 1311-1412,13 13 41.9979,-14 28 24.669,14.0,14.0,0.0175,0.0131,90.0,A,O,2020yCat.1350....0G,,,13.984,,12.9,12.171,11.651,11.537,ChemPec*,,13 13 41.9979,-14 28 24.669,-7.467,-4.908,0.0522,195.6922,1.0
True,,HE 1314-3036,,,HE 1314-3036,13 17 29.2237,-30 51 50.705,14.0,14.0,0.0151,0.0112,90.0,A,O,2020yCat.1350....0G,,,13.207,,12.144,11.483,10.964,10.844,ChemPec*,,13 17 29.2237,-30 51 50.705,-5.2,-0.08,0.1757,34.6,1.0
True,,HE 1317-0407,,,TYC 4961-1053-1,13 19 47.0110,-04 23 10.342,14.0,14.0,0.023,0.0181,90.0,A,O,2020yCat.1350....0G,,12.97,12.116,11.558,11.05,10.471,9.991,9.853,ChemPec*,,13 19 47.0110,-04 23 10.342,-7.569,-0.015,0.2016,-43.7,1.0
True,,HE 1319-1935,,,HE 1319-1935,13 22 38.7023,-19 51 11.614,14.0,14.0,0.0182,0.0128,90.0,A,O,2020yCat.1350....0G,,15.698,14.198,13.63,13.167,12.334,11.769,11.681,ChemPec*,CEMP-s,13 22 38.7023,-19 51 11.614,-4.53,-1.235,0.0266,,1.0
True,,HE 1320+0139,,,HE 1320+0139,13 22 50.6004,+01 23 42.949,14.0,14.0,0.0404,0.0326,90.0,A,O,2020yCat.1350....0G,,16.72,16.08,15.4,,14.55,14.14,14.03,ChemPec*,F5,13 22 50.6004,+01 23 42.949,-2.101,-4.338,0.0347,105.0,1.0
True,,HE 1320-1339,,,BD-13  3695,13 22 44.1122,-13 55 31.431,14.0,14.0,0.0169,0.0109,90.0,A,O,2020yCat.1350....0G,,11.428,10.686,9.794,9.434,8.979,8.441,8.373,RGB*,,13 22 44.1122,-13 55 31.431,-22.911,2.709,0.5636,173.93,1.0
True,,HE 1327-2326,,,HE 1327-2326,13 30 05.9394,-23 41 49.699,14.0,14.0,0.0138,0.0094,90.0,A,O,2020yCat.1350....0G,13.761,14.01,13.55,13.5,12.803,12.357,12.068,11.986,ChemPec*,CEMP-no,13 30 05.9394,-23 41 49.699,-52.47,45.515,0.9411,61.74,1.0
True,,HE 1330-0354,,,HE 1330-0354,13 33 10.6751,-04 10 05.801,14.0,14.0,0.026,0.0172,90.0,A,O,2020yCat.1350....0G,,15.248,15.0,14.73,14.38,14.027,13.825,13.796,ChemPec*,CEMP-no,13 33 10.6751,-04 10 05.801,-22.146,-53.671,0.5827,35.3,1.0
True,,HE 1330-0607,,,HE 1330-0607,13 32 56.5723,-06 22 30.678,14.0,14.0,0.0282,0.0196,90.0,A,O,2020yCat.1350....0G,,,15.439,,14.536,13.958,13.497,13.434,ChemPec*,,13 32 56.5723,-06 22 30.678,-5.13,-3.971,0.1043,-32.4,1.0
True,,HE 1332-0309,,,HE 1332-0309,13 34 37.8879,-03 24 52.788,14.0,14.0,0.033,0.0252,90.0,A,O,2020yCat.1350....0G,,16.058,15.416,14.952,14.53,13.966,13.486,13.424,ChemPec*,,13 34 37.8879,-03 24 52.788,-10.633,-6.472,0.0128,200.3,1.0
True,,HE 1333-0340,,,HE 1333-0340,13 35 51.4276,-03 55 48.529,14.0,14.0,0.036,0.0251,90.0,A,O,2020yCat.1350....0G,,15.816,15.505,15.23,14.887,14.581,14.26,14.284,ChemPec*,,13 35 51.4276,-03 55 48.529,-55.766,8.246,0.5491,-114.6,1.0
True,,HE 1335+0135,,,HE 1335+0135,13 37 53.8660,+01 20 27.152,14.0,14.0,0.0324,0.0268,90.0,A,O,2020yCat.1350....0G,,16.733,16.188,15.789,15.365,14.839,14.384,14.304,ChemPec*,,13 37 53.8660,+01 20 27.152,-4.487,-5.74,0.2682,121.0,1.0
True,,HE 1337+0012,,,Wolf 1492,13 40 02.4921,-00 02 18.750,14.0,14.0,0.0243,0.0176,90.0,A,O,2020yCat.1350....0G,11.601,11.832,11.451,11.184,10.892,10.509,10.268,10.208,ChemPec*,sdF0:,13 40 02.4921,-00 02 18.750,-228.847,-80.078,3.6494,439.962006,1.0
True,,HE 1337-0453,,,HE 1337-0453,13 39 58.2232,-05 08 31.567,14.0,14.0,0.0463,0.0282,90.0,A,O,2020yCat.1350....0G,,16.432,16.173,15.907,15.558,15.394,14.999,14.768,ChemPec*,,13 39 58.2232,-05 08 31.567,-3.244,-10.226,0.3772,79.3,1.0
True,,HE 1338-0052,,,HE 1338-0052,13 40 59.2397,-01 07 19.968,14.0,14.0,0.029,0.0211,90.0,A,O,2020yCat.1350....0G,,15.787,15.235,,,14.099,13.721,13.615,ChemPec*,CEMP-no,13 40 59.2397,-01 07 19.968,-2.283,-23.545,0.4922,-39.0,1.0
True,,HE 1345-0206,,,HE 1345-0206a,13 48 15.9985,-02 21 46.885,14.0,14.0,0.0333,0.0309,90.0,A,O,2020yCat.1350....0G,,,,,,14.121,13.547,13.523,ChemPec*,,13 48 15.9985,-02 21 46.885,-4.955,-0.813,0.0985,124.7,1.0
True,,HE 1345-0206,,,2MASS J13480527-0221503,13 48 05.2830,-02 21 50.250,14.0,14.0,0.0418,0.038,90.0,A,O,2020yCat.1350....0G,,16.387,15.651,15.171,14.707,15.024,14.745,14.648,Star,,13 48 05.2830,-02 21 50.250,-12.71,1.392,0.5042,-25.419,1.0
True,,HE 1347-1025,,,HE 1347-1025,13 50 22.3970,-10 40 18.942,14.0,14.0,0.0245,0.0198,90.0,A,O,2020yCat.1350....0G,,15.727,15.013,,,13.477,13.019,12.906,ChemPec*,,13 50 22.3970,-10 40 18.942,-6.061,-11.414,0.135,48.6,1.0
True,,HE 1351-1049,,,HE 1351-1049,13 53 57.1289,-11 04 24.397,14.0,14.0,0.0357,0.0319,90.0,A,O,2020yCat.1350....0G,,,15.658,,14.786,14.259,13.797,13.681,ChemPec*,CEMP-no,13 53 57.1289,-11 04 24.397,-9.142,-4.761,0.0942,285.4,1.0
True,,HE 1357-0123,,,HE 1357-0123,14 00 01.1825,-01 38 07.516,14.0,14.0,0.0217,0.0184,90.0,A,O,2020yCat.1350....0G,,15.525,14.619,14.552,,12.84,12.29,12.2,ChemPec*,,14 00 01.1825,-01 38 07.516,-0.928,-3.246,0.0206,-232.5,1.0
True,,HE 1405-0822,,,UCAC4 407-057901,14 07 42.9724,-08 36 14.381,14.0,14.0,0.0158,0.0171,90.0,A,O,2020yCat.1350....0G,,14.91,14.099,13.929,13.171,12.648,12.282,12.223,ChemPec*,CEMP-s,14 07 42.9724,-08 36 14.381,-2.482,-10.295,0.0619,,1.0
True,,HE 1405-2512,,,HE 1405-2512,14 08 21.7027,-25 26 30.199,14.0,14.0,0.0332,0.0284,90.0,A,O,2020yCat.1350....0G,,16.483,15.817,15.946,,14.325,13.853,13.761,ChemPec*,CEMP-no,14 08 21.7027,-25 26 30.199,1.977,-5.03,0.0639,126.9,1.0
True,,HE 1410+0213,,,HE 1410+0213,14 13 06.5623,+01 59 21.911,14.0,14.0,0.015,0.0118,90.0,A,O,2020yCat.1350....0G,,14.29,13.25,12.734,12.297,11.563,11.053,10.968,ChemPec*,CEMP-no,14 13 06.5623,+01 59 21.911,-15.107,-16.479,0.2103,80.7,1.0
True,,HE 1410-0004,,,HE 1410-0004,14 13 04.6424,-00 18 32.564,14.0,14.0,0.0292,0.0222,90.0,A,O,2020yCat.1350....0G,,16.071,15.419,15.628,,14.175,13.81,13.775,ChemPec*,CEMP-s,14 13 04.6424,-00 18 32.564,-10.098,-23.633,0.3224,214.6,1.0
True,,HE 1413-1954,,,HE 1413-1954,14 16 04.7119,-20 08 54.089,14.0,14.0,0.0324,0.0305,90.0,A,O,2020yCat.1350....0G,,,15.235,,14.593,14.188,13.973,13.889,ChemPec*,CEMP-no,14 16 04.7119,-20 08 54.089,-20.01,-1.416,0.5088,-100.4,1.0
True,,HE 1416-1032,,,HE 1416-1032,14 19 37.4725,-10 46 10.232,14.0,14.0,0.0232,0.0186,90.0,A,O,2020yCat.1350....0G,,15.777,14.984,14.729,,13.241,12.747,12.664,ChemPec*,,14 19 37.4725,-10 46 10.232,-2.579,-2.03,0.0742,5.2,1.0
True,,HE 1419-1759,,,HE 1419-1759,14 22 17.6988,-18 13 29.653,14.0,14.0,0.021,0.0191,90.0,A,O,2020yCat.1350....0G,,,14.58,,13.494,12.784,12.221,12.132,ChemPec*,,14 22 17.6988,-18 13 29.653,-4.166,-3.981,0.0223,201.4,1.0
True,,HE 1421-2006,,,HE 1421-2006,14 23 50.4355,-20 20 10.643,14.0,14.0,0.0532,0.0415,90.0,A,O,2020yCat.1350....0G,,,16.391,,15.717,15.265,14.885,15.021,ChemPec*,,14 23 50.4355,-20 20 10.643,-35.317,0.451,0.5059,3.8,1.0
True,,HE 1422-0818,,,HE 1422-0818,14 25 06.5325,-08 31 30.861,14.0,14.0,0.0264,0.0211,90.0,A,O,2020yCat.1350....0G,,,15.239,,,13.409,12.869,12.857,ChemPec*,,14 25 06.5325,-08 31 30.861,-2.654,-0.684,0.0339,-50.2,1.0
True,,HE 1424-0241,,,HE 1424-0241,14 26 40.3306,-02 54 27.487,14.0,14.0,0.0364,0.0305,90.0,A,O,2020yCat.1350....0G,,15.892,15.45,14.887,14.54,13.9,13.425,13.369,ChemPec*,,14 26 40.3306,-02 54 27.487,-3.772,-2.818,0.1881,59.8,1.0
True,,HE 1429-0551,,,HE 1429-0551,14 32 31.2973,-06 05 00.201,14.0,14.0,0.0135,0.0126,90.0,A,O,2020yCat.1350....0G,,14.015,12.606,11.995,11.537,10.734,10.272,10.066,ChemPec*,CEMP-s,14 32 31.2973,-06 05 00.201,-10.438,-18.774,0.2129,-43.12,1.0
True,,HE 1430-0026,,,HE 1430-0026,14 33 16.2777,-00 39 47.778,14.0,14.0,0.0335,0.028,90.0,A,O,2020yCat.1350....0G,,15.965,15.578,15.285,14.887,14.572,14.215,14.173,ChemPec*,,14 33 16.2777,-00 39 47.778,-13.103,-20.16,0.8106,50.6,1.0
True,,HE 1430-1123,,,HE 1430-1123,14 33 33.6342,-11 37 07.194,14.0,14.0,0.0444,0.044,90.0,A,O,2020yCat.1350....0G,,16.504,16.127,15.787,15.403,15.035,14.723,14.926,ChemPec*,CEMP-s,14 33 33.6342,-11 37 07.194,0.54,-19.501,0.4946,93.4,1.0
True,,HE 1431-2142,,,HE 1431-2142,14 34 06.7074,-21 55 16.717,14.0,14.0,0.0428,0.0476,90.0,A,O,2020yCat.1350....0G,,,15.9,,15.021,14.75,14.451,14.464,ChemPec*,,14 34 06.7074,-21 55 16.717,1.239,-34.469,0.7066,-165.0,1.0
True,,HE 1432-1819,,,HE 1432-1819,14 35 22.8327,-18 32 21.932,14.0,14.0,0.0507,0.0494,90.0,A,O,2020yCat.1350....0G,,16.921,16.38,,,15.138,14.918,14.902,ChemPec*,CEMP-no,14 35 22.8327,-18 32 21.932,-14.425,-12.615,0.3765,63.2,1.0
True,,HE 1434-1442,,,HE 1434-1442,14 37 26.5888,-14 54 59.398,14.0,14.0,0.0328,0.0277,90.0,A,O,2020yCat.1350....0G,,,15.4,,15.395,13.809,13.354,13.25,ChemPec*,CEMP-s,14 37 26.5888,-14 54 59.398,-14.472,-15.272,0.2922,125.0,1.0
True,,HE 1439-0218,,,HE 1439-0218,14 41 58.3240,-02 31 27.158,14.0,14.0,0.038,0.0408,90.0,A,O,2020yCat.1350....0G,,16.428,15.884,16.119,,14.89,14.647,14.422,ChemPec*,CEMP-no,14 41 58.3240,-02 31 27.158,-11.851,-18.068,0.3328,213.2,1.0
True,,HE 1439-1420,,,HE 1439-1420,14 42 09.3041,-14 32 56.578,14.0,14.0,0.0349,0.0298,90.0,A,O,2020yCat.1350....0G,,16.086,15.529,15.546,,14.195,13.862,13.652,ChemPec*,CEMP-s,14 42 09.3041,-14 32 56.578,-20.191,-16.424,0.4707,79.5,1.0
True,,HE 1443+0113,,,HE 1443+0113,14 46 16.3657,+01 01 09.894,14.0,14.0,0.036,0.0288,90.0,A,O,2020yCat.1350....0G,,16.925,15.735,15.358,,14.048,13.553,13.479,ChemPec*,CEMP-s,14 46 16.3657,+01 01 09.894,1.062,-3.418,0.1058,2.8,1.0
True,,HE 1446-0140,,,HE 1446-0140,14 49 29.6264,-01 52 42.341,14.0,14.0,0.0631,0.0623,90.0,A,O,2020yCat.1350....0G,,16.477,15.889,,,14.638,14.367,14.269,ChemPec*,A0,14 49 29.6264,-01 52 42.341,-20.889,-18.161,0.3454,-289.0609,1.0
True,,HE 1447+0102,,,HE 1447+0102,14 50 15.0435,+00 50 15.086,14.0,14.0,0.0235,0.0225,90.0,A,O,2020yCat.1350....0G,,15.632,14.614,14.121,13.676,13.207,12.76,12.682,ChemPec*,CEMP-s,14 50 15.0435,+00 50 15.086,-9.965,-12.109,0.3705,,1.0
True,,HE 1456+0230,,,HE 1456+0230,14 59 22.6620,+02 18 15.784,14.0,14.0,0.025,0.0231,90.0,A,O,2020yCat.1350....0G,,15.901,15.219,15.167,,13.882,13.537,13.423,ChemPec*,CEMP-no,14 59 22.6620,+02 18 15.784,-2.392,-0.164,0.065,188.0,1.0
True,,HE 1500-1628,,,HE 1500-1628,15 02 56.6325,-16 40 07.192,14.0,14.0,0.023,0.0221,90.0,A,O,2020yCat.1350....0G,,15.652,14.788,14.706,13.691,13.016,12.516,12.439,ChemPec*,,15 02 56.6325,-16 40 07.192,-2.433,-4.548,0.0568,25.25,1.0
True,,HE 1506-0113,,,HE 1506-0113,15 09 14.2925,-01 24 56.730,14.0,14.0,0.0212,0.0223,90.0,A,O,2020yCat.1350....0G,,15.4,,,,,,,ChemPec*,CEMP-no,15 09 14.2925,-01 24 56.730,-16.556,-5.963,0.1351,-137.1,1.0
True,,HE 1509-0806,,,HE 1509-0806,15 11 41.5759,-08 17 40.212,14.0,14.0,0.0223,0.0194,90.0,A,O,2020yCat.1350....0G,,15.729,14.822,14.181,,13.14,12.687,12.605,ChemPec*,CEMP-s,15 11 41.5759,-08 17 40.212,-3.432,-2.84,0.06,-170.98,1.0
True,,HE 1523-1155,,,HE 1523-1155,15 26 41.0446,-12 05 42.660,14.0,14.0,0.0125,0.0101,90.0,A,O,2020yCat.1350....0G,,14.571,13.225,12.622,12.138,11.372,10.846,10.748,ChemPec*,CEMP-s,15 26 41.0446,-12 05 42.660,-12.285,-6.016,0.2211,-38.96,1.0
True,,HE 1528-0409,,,HE 1528-0409,15 30 54.3052,-04 19 40.363,14.0,14.0,0.0239,0.0192,90.0,A,O,2020yCat.1350....0G,,16.003,14.757,14.159,13.681,12.945,12.455,12.358,ChemPec*,CEMP-s,15 30 54.3052,-04 19 40.363,1.344,-11.592,0.1762,,1.0
True,,HE 2122-4707,,,HE 2122-4707,21 25 44.5036,-46 54 11.705,14.0,14.0,0.0217,0.0187,90.0,A,O,2020yCat.1350....0G,,16.163,15.243,15.212,,13.765,13.395,13.314,ChemPec*,CEMP-r/s,21 25 44.5036,-46 54 11.705,0.076,-13.477,0.1573,78.9,1.0
True,,HE 2123-0329,,,HE 2123-0329,21 26 08.9581,-03 16 58.787,14.0,14.0,0.019,0.0125,90.0,A,O,2020yCat.1350....0G,,14.089,13.65,13.026,,11.575,11.125,11.001,ChemPec*,CEMP-no,21 26 08.9581,-03 16 58.787,-0.727,-11.098,0.2442,-219.466003,1.0
True,,HE 2133-1426,,,HE 2133-1426,21 36 07.2254,-14 12 35.378,14.0,14.0,0.0313,0.028,90.0,A,O,2020yCat.1350....0G,15.698,15.985,15.506,15.526,14.845,14.38,14.139,14.111,ChemPec*,CEMP-s,21 36 07.2254,-14 12 35.378,22.301,-3.034,0.7678,19.6,1.0
True,,HE 2133-1432,,,HE 2133-1432,21 36 22.5405,-14 19 20.289,14.0,14.0,0.0334,0.0351,90.0,A,O,2020yCat.1350....0G,,15.86,15.348,14.998,14.604,14.113,13.765,13.739,ChemPec*,,21 36 22.5405,-14 19 20.289,-3.789,-12.63,0.4616,-129.0,1.0
True,,HE 2134+0001,,,HE 2134+0001,21 37 08.1917,+00 15 04.521,14.0,14.0,0.0306,0.03,90.0,A,O,2020yCat.1350....0G,,,15.792,,14.923,14.352,13.85,13.809,ChemPec*,F5,21 37 08.1917,+00 15 04.521,-3.341,-3.943,0.1611,42.0,1.0
True,,HE 2138-0314,,,2MASS J21404159-0301171,21 40 41.5956,-03 01 17.002,14.0,14.0,0.0152,0.0108,90.0,A,O,2020yCat.1350....0G,,14.1,13.4,,,11.844,11.423,11.346,ChemPec*,CEMP-no,21 40 41.5956,-03 01 17.002,0.098,1.236,0.3475,-373.0,1.0
True,,HE 2138-3336,,,HE 2138-3336,21 41 20.3876,-33 22 29.628,14.0,14.0,0.0211,0.0158,90.0,A,O,2020yCat.1350....0G,,15.42,14.8,14.65,,13.749,13.4,13.3,ChemPec*,CEMP-s,21 41 20.3876,-33 22 29.628,-15.222,-31.723,1.2463,,1.0
